ensembl_gene_id	hgnc_symbol	band	chromosome_name	start_position	end_position	gene_biotype	strand
ENSG00000262933	CALCA	p15.2	HG873_PATCH	14988217	14993851	protein_coding	-1
ENSG00000150457	LATS2	q12.11	13	21547171	21635686	protein_coding	-1
ENSG00000099974	DDTL	q11.23	22	24309089	24314721	protein_coding	1
ENSG00000184647	PRSS55	p23.1	8	10383056	10411676	protein_coding	1
ENSG00000198171	DDRGK1	p13	20	3170996	3185331	protein_coding	-1
ENSG00000099977	DDT	q11.23	22	24313554	24322660	protein_coding	-1
ENSG00000184402	SS18L1	q13.33	20	60718822	60757540	protein_coding	1
ENSG00000150459	SAP18	q12.11	13	21714653	21723221	protein_coding	1
ENSG00000145321	GC	q13.3	4	72607410	72669758	protein_coding	-1
ENSG00000183638	RP1L1	p23.1	8	10463859	10569697	protein_coding	-1
ENSG00000099984	GSTT2	q11.23	22	24322339	24326106	protein_coding	1
ENSG00000171060	C8orf74	p23.1	8	10530147	10558103	protein_coding	1
ENSG00000171189	GRIK1	q21.3	21	30909254	31312351	protein_coding	-1
ENSG00000125877	ITPA	p13	20	3189514	3204516	protein_coding	1
ENSG00000165219	GAPVD1	q33.3	9	128024073	128129486	protein_coding	1
ENSG00000101670	LIPG	q21.1	18	47087069	47119272	protein_coding	1
ENSG00000165480	SKA3	q12.11	13	21727734	21750741	protein_coding	-1
ENSG00000171056	SOX7	p23.1	8	10581278	10697357	protein_coding	-1
ENSG00000106688	SLC1A1	p24.2	9	4490444	4587469	protein_coding	1
ENSG00000172007	RAB33B	q31.1	4	140374386	140397763	protein_coding	1
ENSG00000184674	GSTT1	q11.23	22	24376133	24384680	protein_coding	-1
ENSG00000101773	RBBP8	q11.2	18	20378224	20606451	protein_coding	1
ENSG00000138600	SPPL2A	q21.2	15	50999506	51058005	protein_coding	-1
ENSG00000184508	HDDC3	q26.1	15	91474148	91475799	protein_coding	-1
ENSG00000124209	RAB22A	q13.32	20	56884752	56942563	protein_coding	1
ENSG00000235754	APOM	p21.33	HSCHR6_MHC_SSTO	31610134	31615927	protein_coding	1
ENSG00000147548	WHSC1L1	p11.23	8	38127215	38239790	protein_coding	-1
ENSG00000157734	SNX22	q22.31	15	64443914	64449680	protein_coding	1
ENSG00000183653	GRIK1-AS2	q21.3	21	30968360	31003067	protein_coding	1
ENSG00000185015	CA13	q21.2	8	86132816	86196302	protein_coding	1
ENSG00000156282	CLDN17	q22.11	21	31538241	31538971	protein_coding	-1
ENSG00000173141	MRP63	q12.11	13	21750784	21753223	protein_coding	1
ENSG00000254093	PINX1	p23.1	8	10622473	10697394	protein_coding	-1
ENSG00000156284	CLDN8	q22.11	21	31586324	31588391	protein_coding	-1
ENSG00000188694	KRTAP24-1	q22.11	21	31653629	31655276	protein_coding	-1
ENSG00000167702	KIFC2	q24.3	8	145691426	145699585	protein_coding	1
ENSG00000232263	KRTAP25-1	q22.11	21	31661463	31661832	protein_coding	-1
ENSG00000166965	RCCD1	q26.1	15	91498100	91506349	protein_coding	1
ENSG00000197683	KRTAP26-1	q22.11	21	31691452	31692607	protein_coding	-1
ENSG00000166794	PPIB	q22.31	15	64448011	64455404	protein_coding	-1
ENSG00000206107	KRTAP27-1	q22.11	21	31709331	31710012	protein_coding	-1
ENSG00000186980	KRTAP23-1	q22.11	21	31720717	31720924	protein_coding	-1
ENSG00000182816	KRTAP13-2	q22.11	21	31743709	31744557	protein_coding	-1
ENSG00000145391	SETD7	q31.1	4	140417095	140527853	protein_coding	-1
ENSG00000226103	C6orf47	p21.33	HSCHR6_MHC_SSTO	31616015	31618489	protein_coding	-1
ENSG00000198390	KRTAP13-1	q22.11	21	31768392	31769136	protein_coding	1
ENSG00000240432	KRTAP13-3	q22.11	21	31797583	31798286	protein_coding	-1
ENSG00000171044	XKR6	p23.1	8	10753555	11058875	protein_coding	-1
ENSG00000186971	KRTAP13-4	q22.11	21	31802572	31803216	protein_coding	1
ENSG00000186970	KRTAP15-1	q22.11	21	31812597	31813070	protein_coding	1
ENSG00000170006	TMEM154	q31.3	4	153539784	153601317	protein_coding	-1
ENSG00000180776	ZDHHC20	q12.11	13	21950263	22033509	protein_coding	-1
ENSG00000184351	KRTAP19-1	q22.11	21	31852018	31852663	protein_coding	-1
ENSG00000186965	KRTAP19-2	q22.11	21	31859362	31859755	protein_coding	-1
ENSG00000103932	RPAP1	q15.1	15	41809374	41836467	protein_coding	-1
ENSG00000124164	VAPB	q13.32	20	56964178	57026157	protein_coding	1
ENSG00000244025	KRTAP19-3	q22.11	21	31863782	31864275	protein_coding	-1
ENSG00000186967	KRTAP19-4	q22.11	21	31869142	31869451	protein_coding	-1
ENSG00000101181	MTG2	q13.33	20	60758085	60778624	protein_coding	1
ENSG00000186977	KRTAP19-5	q22.11	21	31873975	31874435	protein_coding	-1
ENSG00000102057	KCND1	p11.23	X	48818639	48827976	protein_coding	-1
ENSG00000186925	KRTAP19-6	q22.11	21	31913854	31914183	protein_coding	-1
ENSG00000244362	KRTAP19-7	q22.11	21	31933194	31933633	protein_coding	-1
ENSG00000206106	KRTAP22-2	q22.11	21	31962424	31962716	protein_coding	-1
ENSG00000228605	GPANK1	p21.33	HSCHR6_MHC_SSTO	31618946	31624007	protein_coding	-1
ENSG00000169989	TIGD4	q31.3	4	153690506	153700916	protein_coding	-1
ENSG00000212938	KRTAP6-3	q22.11	21	31964759	31965394	protein_coding	1
ENSG00000106686	SPATA6L	p24.1	9	4553386	4666674	protein_coding	-1
ENSG00000186930	KRTAP6-2	q22.11	21	31970909	31971219	protein_coding	-1
ENSG00000145348	TBCK	q24	4	106962756	107242652	protein_coding	-1
ENSG00000186924	KRTAP22-1	q22.11	21	31973414	31973612	protein_coding	1
ENSG00000262145	XRCC6BP1	q14.1	HSCHR12_1_CTG2_1	58335324	58351052	protein_coding	1
ENSG00000184724	KRTAP6-1	q22.11	21	31985750	31986249	protein_coding	-1
ENSG00000099991	CABIN1	q11.23	22	24407642	24574596	protein_coding	1
ENSG00000244624	KRTAP20-1	q22.11	21	31988750	31989003	protein_coding	1
ENSG00000206105	KRTAP20-4	q22.11	21	31992946	31993169	protein_coding	1
ENSG00000088836	SLC4A11	p13	20	3208063	3219836	protein_coding	-1
ENSG00000184032	KRTAP20-2	q22.11	21	32007555	32007938	protein_coding	1
ENSG00000206104	KRTAP20-3	q22.11	21	32015183	32015455	protein_coding	1
ENSG00000231068	KRTAP21-3	q22.11	21	32090843	32091095	protein_coding	-1
ENSG00000206190	ATP10A	q12	15	25922420	26110317	protein_coding	-1
ENSG00000104643	MTMR9	p23.1	8	11141925	11185646	protein_coding	1
ENSG00000187026	KRTAP21-2	q22.11	21	32119112	32119551	protein_coding	-1
ENSG00000165487	MICU2	q12.11	13	22066836	22178353	protein_coding	-1
ENSG00000187005	KRTAP21-1	q22.11	21	32127439	32127746	protein_coding	-1
ENSG00000183640	KRTAP8-1	q22.11	21	32185016	32185570	protein_coding	-1
ENSG00000164113	ADAD1	q27	4	123300121	123350957	protein_coding	1
ENSG00000182591	KRTAP11-1	q22.11	21	32252966	32253874	protein_coding	-1
ENSG00000206102	KRTAP19-8	q22.11	21	32410478	32410795	protein_coding	-1
ENSG00000198901	PRC1	q26.1	15	91509270	91538859	protein_coding	-1
ENSG00000262515	LPHN3	q13.1	HSCHR4_2_CTG9	62066976	62959961	protein_coding	1
ENSG00000125354	SEPT6	q24	X	118749687	118827333	protein_coding	-1
ENSG00000164144	ARFIP1	q31.3	4	153701089	153839615	protein_coding	1
ENSG00000151615	POU4F2	q31.22	4	147560045	147563626	protein_coding	1
ENSG00000235708	COL11A2	p21.32	HSCHR6_MHC_MCF	33300827	33330643	protein_coding	-1
ENSG00000205808	PPAPDC2	p24.1	9	4662298	4665256	protein_coding	1
ENSG00000167315	ACAA2	q21.1	18	47309869	47340330	protein_coding	-1
ENSG00000198768	APCDD1L	q13.32	20	57034157	57090187	protein_coding	-1
ENSG00000183090	FREM3	q31.21	4	144498455	144621828	protein_coding	-1
ENSG00000102678	FGF9	q12.11	13	22245522	22278637	protein_coding	1
ENSG00000085871	MGST2	q31.1	4	140586922	140661899	protein_coding	1
ENSG00000182378	PLCXD1	p22.33	X	192989	220023	protein_coding	1
ENSG00000106993	CDC37L1	p24.1	9	4679559	4708398	protein_coding	1
ENSG00000099994	SUSD2	q11.23	22	24577227	24585078	protein_coding	1
ENSG00000262573	KRTAP9-2	q21.2	HSCHR17_6_CTG4	39382879	39383883	protein_coding	1
ENSG00000169744	LDB2	p15.32	4	16503164	16900432	protein_coding	-1
ENSG00000262896	KRTAP9-4	q21.2	HSCHR17_6_CTG4	39394569	39395535	protein_coding	1
ENSG00000169118	CSNK1G1	q22.31	15	64457716	64648442	protein_coding	-1
ENSG00000156299	TIAM1	q22.11	21	32490734	32932290	protein_coding	-1
ENSG00000262594	KRTAP9-9	q21.2	HSCHR17_6_CTG4	39400266	39401246	protein_coding	1
ENSG00000081014	AP4E1	q21.2	15	51200869	51298097	protein_coding	1
ENSG00000102683	SGCG	q12.12	13	23755091	23899304	protein_coding	1
ENSG00000101180	HRH3	q13.33	20	60790026	60795323	protein_coding	-1
ENSG00000263263	KRTAP9-6	q21.2	HSCHR17_6_CTG4	39410221	39411523	protein_coding	1
ENSG00000262221	KRTAP9-7	q21.2	HSCHR17_6_CTG4	39420541	39421579	protein_coding	1
ENSG00000119487	MAPKAP1	q33.3	9	128199672	128469513	protein_coding	-1
ENSG00000262542	KRTAP29-1	q21.2	HSCHR17_6_CTG4	39446708	39447733	protein_coding	-1
ENSG00000137473	TTC29	q31.22	4	147627790	147867034	protein_coding	-1
ENSG00000178605	GTPBP6	p22.33	X	220025	230886	protein_coding	-1
ENSG00000120251	GRIA2	q32.1	4	158125334	158287227	protein_coding	1
ENSG00000147853	AK3	p24.1	9	4711155	4742043	protein_coding	-1
ENSG00000196782	MAML3	q31.1	4	140637907	141075338	protein_coding	-1
ENSG00000263014	ATP6V1G3	q31.3	HSCHR1_3_CTG31	198503840	198521562	protein_coding	-1
ENSG00000224774	CSNK2B	p21.33	HSCHR6_MHC_SSTO	31622960	31631270	protein_coding	1
ENSG00000160973	FOXH1	q24.3	8	145698795	145701718	protein_coding	-1
ENSG00000197465	GYPE	q31.21	4	144792020	144826716	protein_coding	-1
ENSG00000073067	CYP2W1	p22.3	7	1022835	1029276	protein_coding	1
ENSG00000167393	PPP2R3B	p22.33	X	294698	347690	protein_coding	-1
ENSG00000166206	GABRB3	q12	15	26788693	27184686	protein_coding	-1
ENSG00000183578	TNFAIP8L3	q21.2	15	51348795	51397473	protein_coding	-1
ENSG00000068400	GRIPAP1	p11.23	X	48830134	48858675	protein_coding	-1
ENSG00000167306	MYO5B	q21.1	18	47349183	47721463	protein_coding	-1
ENSG00000099998	GGT5	q11.23	22	24615622	24641110	protein_coding	-1
ENSG00000096150	RPS18	p21.32	HSCHR6_MHC_QBL	33168626	33173129	protein_coding	1
ENSG00000137460	FHDC1	q31.3	4	153857504	153900848	protein_coding	1
ENSG00000166803	KIAA0101	q22.31	15	64657193	64679886	protein_coding	-1
ENSG00000142168	SOD1	q22.11	21	33031935	33041244	protein_coding	1
ENSG00000262418	PTPRC	q31.3	HSCHR1_3_CTG31	198619288	198737899	protein_coding	1
ENSG00000146540	C7orf50	p22.3	7	1036622	1177896	protein_coding	-1
ENSG00000120158	RCL1	p24.1	9	4792869	4885917	protein_coding	1
ENSG00000184056	VPS33B	q26.1	15	91541646	91565833	protein_coding	-1
ENSG00000239497	LY6G5B	p21.33	HSCHR6_MHC_SSTO	31626842	31631270	protein_coding	1
ENSG00000160972	PPP1R16A	q24.3	8	145703352	145727504	protein_coding	1
ENSG00000153130	SCOC	q31.1	4	141178440	141306880	protein_coding	1
ENSG00000185960	SHOX	p22.33	X	585079	620146	protein_coding	1
ENSG00000130703	OSBPL2	q13.33	20	60813580	60871268	protein_coding	1
ENSG00000179934	CCR8	p22.2	3	39371197	39375171	protein_coding	1
ENSG00000151835	SACS	q12.12	13	23902965	24007841	protein_coding	-1
ENSG00000140006	WDR89	q23.2	14	64063757	64108579	protein_coding	-1
ENSG00000164849	GPR146	p22.3	7	1084212	1098897	protein_coding	1
ENSG00000250361	GYPB	q31.21	4	144917257	145061844	protein_coding	-1
ENSG00000111971	LY6G5C	p21.33	HSCHR6_MHC_SSTO	31634408	31641761	protein_coding	-1
ENSG00000124222	STX16	q13.32	20	57226328	57254582	protein_coding	1
ENSG00000126821	SGPP1	q23.2	14	64150932	64194757	protein_coding	-1
ENSG00000205755	CRLF2	p22.33	X	1314890	1331616	protein_coding	-1
ENSG00000144659	SLC25A38	p22.1	3	39424839	39438842	protein_coding	1
ENSG00000109654	TRIM2	q31.3	4	154073494	154260472	protein_coding	1
ENSG00000088854	C20orf194	p13	20	3229951	3388272	protein_coding	-1
ENSG00000206285	B3GALT4	p21.32	HSCHR6_MHC_QBL	33173759	33175444	protein_coding	1
ENSG00000132164	SLC6A11	p25.3	3	10857885	10982419	protein_coding	1
ENSG00000164125	FAM198B	q32.1	4	159045626	159094470	protein_coding	-1
ENSG00000134508	CABLES1	q11.2	18	20714528	20840431	protein_coding	1
ENSG00000206372	C2	p21.33	HSCHR6_MHC_QBL	31855958	31903846	protein_coding	1
ENSG00000168028	RPSA	p22.1	3	39448180	39454033	protein_coding	1
ENSG00000156304	SCAF4	q22.11	21	33043346	33104388	protein_coding	-1
ENSG00000177710	SLC35G5	p23.1	8	11188397	11189717	protein_coding	1
ENSG00000259919	GALNT9	q24.33	HG996_PATCH	132680924	132910380	protein_coding	-1
ENSG00000127863	TNFRSF19	q12.12	13	24144509	24250232	protein_coding	1
ENSG00000109471	IL2	q27	4	123372625	123377880	protein_coding	-1
ENSG00000184608	C8orf12	p23.1	8	11225911	11296167	protein_coding	1
ENSG00000147099	HDAC8	q13.1	X	71549366	71792953	protein_coding	-1
ENSG00000100014	SPECC1L	q11.23	22	24666786	24813708	protein_coding	1
ENSG00000167081	PBX3	q33.3	9	128509624	128729656	protein_coding	1
ENSG00000206284	WDR46	p21.32	HSCHR6_MHC_QBL	33175727	33186150	protein_coding	-1
ENSG00000100982	PCIF1	q13.12	20	44563267	44576662	protein_coding	1
ENSG00000154319	FAM167A	p23.1	8	11278972	11332224	protein_coding	-1
ENSG00000137869	CYP19A1	q21.2	15	51500254	51630807	protein_coding	-1
ENSG00000133742	CA1	q21.2	8	86239837	86291243	protein_coding	-1
ENSG00000164850	GPER1	p22.3	7	1121844	1133451	protein_coding	1
ENSG00000151617	EDNRA	q31.22	4	148402069	148466106	protein_coding	1
ENSG00000096968	JAK2	p24.1	9	4985033	5128183	protein_coding	1
ENSG00000122547	EEPD1	p14.2	7	36192758	36341152	protein_coding	1
ENSG00000230475	ABHD16A	p21.33	HSCHR6_MHC_SSTO	31644674	31661153	protein_coding	-1
ENSG00000027001	MIPEP	q12.12	13	24304328	24463558	protein_coding	-1
ENSG00000262273	PNLIPRP1	q25.3	HG311_PATCH	118349897	118368687	protein_coding	1
ENSG00000258555	SPECC1L-ADORA2A	q11.23	22	24666866	24838324	protein_coding	1
ENSG00000121211	MND1	q31.3	4	154265801	154336270	protein_coding	1
ENSG00000103671	TRIP4	q22.31	15	64679947	64747502	protein_coding	1
ENSG00000138684	IL21	q27	4	123533783	123542224	protein_coding	-1
ENSG00000178381	ZFAND2A	p22.3	7	1191707	1200395	protein_coding	-1
ENSG00000136573	BLK	p23.1	8	11351510	11422113	protein_coding	1
ENSG00000206315	PBX2	p21.32	HSCHR6_MHC_QBL	32110133	32115584	protein_coding	-1
ENSG00000128271	ADORA2A	q11.23	22	24813847	24838328	protein_coding	1
ENSG00000092445	TYRO3	q15.1	15	41849873	41871536	protein_coding	1
ENSG00000164124	TMEM144	q32.1	4	159122756	159176563	protein_coding	1
ENSG00000153132	CLGN	q31.1	4	141309609	141349122	protein_coding	-1
ENSG00000142149	HUNK	q22.11	21	33245628	33416946	protein_coding	1
ENSG00000198026	ZNF335	q13.12	20	44577292	44600833	protein_coding	-1
ENSG00000181004	BBS12	q27	4	123653857	123666098	protein_coding	1
ENSG00000205863	C1QTNF9B	q12.12	13	24465238	24476794	protein_coding	-1
ENSG00000170004	CHD3	p13.1	17	7788124	7816078	protein_coding	1
ENSG00000198223	CSF2RA	p22.33	X	1387693	1429274	protein_coding	1
ENSG00000004660	CAMKK1	p13.2	17	3763609	3798185	protein_coding	-1
ENSG00000157103	SLC6A1	p25.3	3	11034410	11080933	protein_coding	1
ENSG00000120210	INSL6	p24.1	9	5131979	5185668	protein_coding	-1
ENSG00000180357	ZNF609	q22.31	15	64752941	64978264	protein_coding	1
ENSG00000266292	CPA5	q32.2	HG1308_PATCH	129984656	130008571	protein_coding	1
ENSG00000159055	MIS18A	q22.11	21	33640530	33651380	protein_coding	-1
ENSG00000100024	UPB1	q11.23	22	24863206	24924358	protein_coding	1
ENSG00000120211	INSL4	p24.1	9	5231419	5235304	protein_coding	1
ENSG00000138685	FGF2	q27	4	123747863	123819391	protein_coding	1
ENSG00000130706	ADRM1	q13.33	20	60877149	60883918	protein_coding	1
ENSG00000136574	GATA4	p23.1	8	11534468	11617511	protein_coding	1
ENSG00000196814	MVB12B	q33.3	9	129089128	129269320	protein_coding	1
ENSG00000186417	GLDN	q21.2	15	51633826	51700210	protein_coding	1
ENSG00000172361	CCDC11	q21.1	18	47753563	47792892	protein_coding	-1
ENSG00000151552	QDPR	p15.32	4	17461884	17513857	protein_coding	-1
ENSG00000107014	RLN2	p24.1	9	5299868	5304969	protein_coding	-1
ENSG00000264509	CPA1	q32.2	HG1308_PATCH	130020180	130027955	protein_coding	1
ENSG00000254995	STX16-NPEPL1	q13.32	20	57226490	57290466	protein_coding	1
ENSG00000170262	MRAP	q22.11	21	33664124	33687095	protein_coding	1
ENSG00000107018	RLN1	p24.1	9	5334969	5339873	protein_coding	-1
ENSG00000164853	UNCX	p22.3	7	1272543	1276954	protein_coding	1
ENSG00000134490	TMEM241	q11.2	18	20777108	21017925	protein_coding	-1
ENSG00000198062	POTEH	q11.1	22	16256441	16287937	protein_coding	-1
ENSG00000262858	BPTF	q24.2	HG747_PATCH	65821640	65980494	protein_coding	1
ENSG00000205693	MANSC4	p11.22	12	27915671	27924209	protein_coding	-1
ENSG00000107020	PLGRKT	p24.1	9	5357973	5437878	protein_coding	-1
ENSG00000167701	GPT	q24.3	8	145728356	145732557	protein_coding	1
ENSG00000265594	CEP41	q32.2	HG1308_PATCH	130036375	130082274	protein_coding	-1
ENSG00000138867	GUCD1	q11.23	22	24936406	24951903	protein_coding	-1
ENSG00000197037	ZSCAN25	q22.1	7	99214569	99230030	protein_coding	1
ENSG00000164168	TMEM184C	q31.23	4	148538534	148593195	protein_coding	1
ENSG00000215641	TRIM27	p22.1	HSCHR6_MHC_QBL	28870783	28891770	protein_coding	-1
ENSG00000215440	NPEPL1	q13.32	20	57264187	57294294	protein_coding	1
ENSG00000142207	URB1	q22.11	21	33683329	33765335	protein_coding	-1
ENSG00000241822	LY6G6F	p21.33	HSCHR6_MHC_SSTO	31664595	31675540	protein_coding	1
ENSG00000121210	KIAA0922	q31.3	4	154387498	154557863	protein_coding	1
ENSG00000182957	SPATA13	q12.12	13	24553944	24881212	protein_coding	1
ENSG00000263138	MEGF11	q22.31	HSCHR15_1_CTG8	66187417	66558222	protein_coding	-1
ENSG00000108700	CCL8	q12	17	32646055	32648421	protein_coding	1
ENSG00000120217	CD274	p24.1	9	5450503	5470566	protein_coding	1
ENSG00000206283	PFDN6	p21.32	HSCHR6_MHC_QBL	33185925	33195021	protein_coding	1
ENSG00000088812	ATRN	p13	20	3451687	3631769	protein_coding	1
ENSG00000226777	KIAA0125	q32.33	14	106383838	106391825	protein_coding	1
ENSG00000164877	MICALL2	p22.3	7	1468101	1499138	protein_coding	-1
ENSG00000136944	LMX1B	q33.3	9	129376722	129463311	protein_coding	1
ENSG00000255394	C8orf49	p23.1	8	11618896	11620309	protein_coding	1
ENSG00000226187	LY6G6E	p21.33	HSCHR6_MHC_SSTO	31670072	31671548	protein_coding	-1
ENSG00000206314	GPSM3	p21.32	HSCHR6_MHC_QBL	32116164	32120921	protein_coding	-1
ENSG00000163793	DNAJC5G	p23.3	2	27498289	27504367	protein_coding	1
ENSG00000163655	GMPS	q25.31	3	155588325	155661815	protein_coding	1
ENSG00000170917	NUDT6	q28.1	4	123809852	123844123	protein_coding	-1
ENSG00000264872	MEST	q32.2	HG1308_PATCH	130126046	130146133	protein_coding	1
ENSG00000130538	OR11H1	q11.1	22	16448824	16449805	protein_coding	-1
ENSG00000110958	PTGES3	q13.3	12	57057127	57082159	protein_coding	-1
ENSG00000165046	LETM2	p11.23	8	38243725	38267045	protein_coding	1
ENSG00000198445	CCT8L2	q11.1	22	17071667	17073700	protein_coding	-1
ENSG00000206526	C6orf100	p22.1	HSCHR6_MHC_QBL	28911657	28912317	protein_coding	1
ENSG00000006459	KDM7A	q34	7	139784546	139876835	protein_coding	-1
ENSG00000100028	SNRPD3	q11.23	22	24951471	25005947	protein_coding	1
ENSG00000197646	PDCD1LG2	p24.1	9	5510545	5571282	protein_coding	1
ENSG00000172967	XKR3	q11.1	22	17264302	17302589	protein_coding	-1
ENSG00000129055	ANAPC13	q22.2	3	134196548	134205558	protein_coding	-1
ENSG00000185291	IL3RA	p22.33	X	1455509	1501578	protein_coding	1
ENSG00000154328	NEIL2	p23.1	8	11627148	11644855	protein_coding	1
ENSG00000169260	ZNF311	p22.1	HSCHR6_MHC_QBL	28962562	28973093	protein_coding	-1
ENSG00000185518	SV2B	q26.1	15	91643180	91844539	protein_coding	1
ENSG00000119715	ESRRB	q24.3	14	76776957	76968178	protein_coding	1
ENSG00000235302	LY6G6D	p21.33	HSCHR6_MHC_SSTO	31673092	31675540	protein_coding	1
ENSG00000166225	FRS2	q15	12	69864129	69973562	protein_coding	1
ENSG00000262564	C10orf82	q25.3	HG311_PATCH	118423208	118429776	protein_coding	-1
ENSG00000256073	C21orf119	q22.11	21	33765439	33766254	protein_coding	1
ENSG00000169155	ZBTB43	q33.3	9	129567285	129600489	protein_coding	1
ENSG00000240654	C1QTNF9	q12.12	13	24881304	24896673	protein_coding	1
ENSG00000165959	CLMN	q32.13	14	95648277	95786243	protein_coding	-1
ENSG00000182077	PTCHD3	p12.1	10	27687116	27703297	protein_coding	-1
ENSG00000173401	GLIPR1L1	q21.2	12	75728419	75764340	protein_coding	1
ENSG00000056291	NPFFR2	q13.3	4	72897521	73013784	protein_coding	1
ENSG00000179468	OR9A2	q34	7	142723245	142724282	protein_coding	-1
ENSG00000215568	GAB4	q11.1	22	17442826	17489112	protein_coding	-1
ENSG00000092108	SCFD1	q12	14	31091318	31205018	protein_coding	1
ENSG00000263052	HSPA12A	q25.3	HG311_PATCH	118430705	118502086	protein_coding	-1
ENSG00000163728	TTC14	q26.33	3	180319918	180335616	protein_coding	1
ENSG00000225781	OR6V1	q34	7	142749417	142750444	protein_coding	1
ENSG00000087448	KLHL42	p11.22	12	27932953	27955973	protein_coding	1
ENSG00000159763	PIP	q34	7	142829170	142836839	protein_coding	1
ENSG00000179387	ELMOD2	q31.1	4	141445312	141474924	protein_coding	1
ENSG00000184361	SPATA32	q21.31	17	43331760	43339479	protein_coding	-1
ENSG00000263085	C17orf58	q24.2	HG747_PATCH	65987217	65989765	protein_coding	-1
ENSG00000177125	ZBTB34	q33.3	9	129622944	129648157	protein_coding	1
ENSG00000181374	CCL13	q12	17	32683471	32685629	protein_coding	1
ENSG00000166979	EVA1C	q22.11	21	33784314	33887707	protein_coding	1
ENSG00000164169	PRMT10	q31.23	4	148558936	148605381	protein_coding	-1
ENSG00000206312	NOTCH4	p21.32	HSCHR6_MHC_QBL	32120241	32149468	protein_coding	-1
ENSG00000169100	SLC25A6	p22.33	X	1505045	1511617	protein_coding	-1
ENSG00000034533	ASTE1	q22.1	3	130732719	130746493	protein_coding	-1
ENSG00000206366	ZBTB12	p21.33	HSCHR6_MHC_QBL	31857779	31860166	protein_coding	-1
ENSG00000186297	GABRA5	q12	15	27111510	27194354	protein_coding	1
ENSG00000102699	PARP4	q12.12	13	24995064	25086948	protein_coding	-1
ENSG00000164879	CA3	q21.2	8	86285665	86361269	protein_coding	1
ENSG00000196639	HRH1	p25.3	3	11178779	11305243	protein_coding	1
ENSG00000176463	SLCO3A1	q26.1	15	92396925	92715665	protein_coding	1
